Pago,DiasEnvio(Real),DiasEnvio(Programado),BeneficioPorPedido,EstadoEntrega,RiesgoEntregaTardia,Categoria,PaisCliente,IDCliente,SegmentoCliente,PaisPedido,FechaPedido,IDPedido,IDArticuloPedido,PrecioArticuloPedido,CantidadArticulosPedido,Ventas,TotalArticulosPedido,GananciaPorPedido,RegionPedido,DestinoPedido,EstadoPedido,IDProducto,CategoriaProducto,NombreProducto,PrecioProducto,FechaEnvio,ModoEnvio
PAYMENT,5,4,2.973.999.977,Late delivery,1,Men's Footwear,EE. UU.,7332,Corporate,Brasil,06/09/2017 8:33,60994,152596,1.299.900.055,1,1.299.900.055,1.143.899.994,2.973.999.977,South America,Paraíba,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,6/14/2017 8:33,Standard Class
PAYMENT,3,4,-8.673.999.786,Advance shipping,0,Men's Footwear,EE. UU.,11427,Corporate,Brasil,6/16/2017 6:16,61467,153728,1.299.900.055,1,1.299.900.055,1.130.899.963,-8.673.999.786,South America,Alagoas,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,6/19/2017 6:16,Standard Class
PAYMENT,5,4,5.088.999.939,Late delivery,1,Men's Footwear,EE. UU.,5582,Corporate,Brasil,1/30/2015 7:29,2009,5029,1.299.900.055,1,1.299.900.055,1.130.899.963,5.088.999.939,South America,São Paulo,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,02/04/2015 7:29,Standard Class
PAYMENT,6,4,2.872.999.954,Late delivery,1,Men's Footwear,EE. UU.,5648,Corporate,Brasil,01/01/2015 3:09,10,26,1.299.900.055,1,1.299.900.055,1.104.899.979,2.872.999.954,South America,São Paulo,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,01/07/2015 3:09,Standard Class
PAYMENT,6,4,5.459.999.847,Late delivery,1,Men's Footwear,EE. UU.,8228,Corporate,Argentina,2/17/2017 20:16,53355,133309,1.299.900.055,1,1.299.900.055,1.091.900.024,5.459.999.847,South America,Buenos Aires (provincia),PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,2/23/2017 20:16,Standard Class
PAYMENT,5,4,3.775.999.832,Late delivery,1,Men's Footwear,EE. UU.,1850,Corporate,Argentina,02/02/2015 21:19,2254,5644,1.299.900.055,1,1.299.900.055,1.078.899.994,3.775.999.832,South America,Buenos Aires,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,02/07/2015 21:19,Standard Class
PAYMENT,5,4,-8.416.000.366,Late delivery,1,Men's Footwear,EE. UU.,8720,Corporate,Brasil,4/19/2015 22:37,7464,18717,1.299.900.055,1,1.299.900.055,1.078.899.994,-8.416.000.366,South America,Ceará,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,4/24/2015 22:37,Standard Class
PAYMENT,4,4,3.731.000.137,Shipping on time,0,Men's Footwear,EE. UU.,11501,Corporate,Brasil,04/02/2017 19:52,56368,140989,1.299.900.055,1,1.299.900.055,1.065.899.963,3.731.000.137,South America,Minas Gerais,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,04/06/2017 19:52,Standard Class
PAYMENT,5,4,3.602.999.878,Late delivery,1,Men's Footwear,EE. UU.,8720,Corporate,Brasil,4/19/2015 22:37,7464,18713,1.299.900.055,1,1.299.900.055,1.065.899.963,3.602.999.878,South America,Ceará,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,4/24/2015 22:37,Standard Class
PAYMENT,3,4,1.247.999.954,Advance shipping,0,Cleats,EE. UU.,6236,Corporate,Brasil,1/22/2015 21:52,1502,3744,5.999.000.168,1,5.999.000.168,4.799.000.168,1.247.999.954,South America,Distrito Federal,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,1/25/2015 21:52,Standard Class
PAYMENT,6,4,0,Late delivery,1,Men's Footwear,EE. UU.,4312,Corporate,Brasil,6/14/2017 2:46,61320,153410,1.299.900.055,1,1.299.900.055,1.039.899.979,0,South America,Minas Gerais,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,6/20/2017 2:46,Standard Class
PAYMENT,5,4,-2.320.000.076,Late delivery,1,Men's Footwear,EE. UU.,7085,Corporate,Brasil,5/29/2017 11:33,60249,150737,1.299.900.055,1,1.299.900.055,9.748.999.786,-2.320.000.076,South America,São Paulo,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,06/03/2017 11:33,Standard Class
PAYMENT,4,4,-1.110.999.966,Shipping on time,0,Women's Apparel,EE. UU.,11985,Corporate,Brasil,6/16/2017 3:07,61458,153700,50,1,50,48.5,-1.110.999.966,South America,Pernambuco,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,6/20/2017 3:07,Standard Class
PAYMENT,4,4,2.230.999.947,Shipping on time,0,Women's Apparel,EE. UU.,1937,Corporate,Argentina,02/11/2015 13:25,2848,7141,50,1,50,48.5,2.230.999.947,South America,Buenos Aires,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,2/15/2015 13:25,Standard Class
PAYMENT,6,4,1.423.999.977,Late delivery,1,Women's Apparel,EE. UU.,10664,Corporate,Brasil,4/25/2015 20:51,7870,19658,50,1,50,45.5,1.423.999.977,South America,Bahía,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,05/01/2015 20:51,Standard Class
PAYMENT,2,4,1.306.000.042,Advance shipping,0,Shop By Sport,EE. UU.,103,Corporate,Brasil,2/28/2017 14:08,54091,135252,3.999.000.168,1,3.999.000.168,3.599.000.168,1.306.000.042,South America,Rio Grande do Sul,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,03/02/2017 14:08,Standard Class
PAYMENT,2,4,3.279.999.971,Advance shipping,0,Girls' Apparel,EE. UU.,7238,Corporate,Brasil,2/13/2015 19:02,3001,7483,3.999.000.168,1,3.999.000.168,3.279.000.092,3.279.999.971,South America,Pernambuco,PENDING_PAYMENT,572,26,TYR Boys' Team Digi Jammer,3.999.000.168,2/15/2015 19:02,Standard Class
PAYMENT,2,4,8.960.000.038,Advance shipping,0,Electronics,EE. UU.,7238,Corporate,Brasil,2/13/2015 19:02,3001,7482,3.198.999.977,1,3.198.999.977,3.198.999.977,8.960.000.038,South America,Pernambuco,PENDING_PAYMENT,835,37,Bridgestone e6 Straight Distance NFL Carolina,3.198.999.977,2/15/2015 19:02,Standard Class
PAYMENT,6,4,-1.564.000.034,Late delivery,1,Trade-In,EE. UU.,5648,Corporate,Brasil,01/01/2015 3:09,10,27,2.198.999.977,1,2.198.999.977,2.132.999.992,-1.564.000.034,South America,São Paulo,PENDING_PAYMENT,917,41,Glove It Women's Mod Oval 3-Zip Carry All Gol,2.198.999.977,01/07/2015 3:09,Standard Class
PAYMENT,5,4,1.092.000.008,Late delivery,1,Accessories,EE. UU.,9678,Corporate,Brasil,5/27/2015 7:30,10024,25043,2.498.999.977,1,2.498.999.977,2.273.999.977,1.092.000.008,South America,Ceará,PENDING_PAYMENT,893,40,Team Golf Pittsburgh Steelers Putter Grip,2.498.999.977,06/01/2015 7:30,Standard Class
PAYMENT,3,4,1.879.900.055,Advance shipping,0,Fishing,EE. UU.,11971,Corporate,Argentina,01/05/2015 5:57,292,737,399.980.011,1,399.980.011,399.980.011,1.879.900.055,South America,Santa Fe,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,01/08/2015 5:57,Standard Class
PAYMENT,2,4,-74.25,Advance shipping,0,Camping & Hiking,EE. UU.,11806,Corporate,Brasil,02/10/2015 20:57,2801,7042,299.980.011,1,299.980.011,296.980.011,-74.25,South America,Rio Grande do Sul,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,02/12/2015 20:57,Standard Class
PAYMENT,4,4,1.029.499.969,Shipping on time,0,Fishing,EE. UU.,4119,Corporate,Brasil,2/25/2015 17:15,3818,9500,399.980.011,1,399.980.011,395.980.011,1.029.499.969,South America,Pernambuco,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,03/01/2015 17:15,Standard Class
PAYMENT,3,4,-2.351.799.927,Advance shipping,0,Camping & Hiking,EE. UU.,9688,Corporate,Argentina,5/19/2017 9:07,59557,149062,299.980.011,1,299.980.011,293.980.011,-2.351.799.927,South America,Córdoba,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,5/22/2017 9:07,Standard Class
PAYMENT,4,4,1.264.100.037,Shipping on time,0,Camping & Hiking,EE. UU.,157,Corporate,Brasil,3/19/2015 6:01,5293,13220,299.980.011,1,299.980.011,293.980.011,1.264.100.037,South America,Pernambuco,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/23/2015 6:01,Standard Class
PAYMENT,5,4,-2.614.500.122,Late delivery,1,Fishing,EE. UU.,8720,Corporate,Brasil,4/19/2015 22:37,7464,18714,399.980.011,1,399.980.011,391.980.011,-2.614.500.122,South America,Ceará,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,4/24/2015 22:37,Standard Class
PAYMENT,4,4,8.437.999.725,Shipping on time,0,Camping & Hiking,EE. UU.,157,Corporate,Brasil,3/19/2015 6:01,5293,13219,299.980.011,1,299.980.011,290.980.011,8.437.999.725,South America,Pernambuco,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/23/2015 6:01,Standard Class
PAYMENT,5,4,1.056.299.973,Late delivery,1,Camping & Hiking,EE. UU.,8720,Corporate,Brasil,4/19/2015 22:37,7464,18715,299.980.011,1,299.980.011,290.980.011,1.056.299.973,South America,Ceará,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,4/24/2015 22:37,Standard Class
PAYMENT,2,4,1.311.399.994,Advance shipping,0,Fishing,EE. UU.,8653,Corporate,Argentina,2/22/2015 11:29,3596,8941,399.980.011,1,399.980.011,387.980.011,1.311.399.994,South America,Buenos Aires,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,2/24/2015 11:29,Standard Class
PAYMENT,2,4,1.007.900.009,Advance shipping,0,Camping & Hiking,EE. UU.,4025,Corporate,Brasil,6/15/2017 17:39,61431,153639,299.980.011,1,299.980.011,287.980.011,1.007.900.009,South America,Ceará,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,6/17/2017 17:39,Standard Class
PAYMENT,3,4,1.007.900.009,Advance shipping,0,Camping & Hiking,EE. UU.,1709,Corporate,Brasil,05/08/2017 10:21,58807,147191,299.980.011,1,299.980.011,287.980.011,1.007.900.009,South America,Rio Grande do Sul,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,05/11/2017 10:21,Standard Class
PAYMENT,3,4,-5.759.999.847,Advance shipping,0,Camping & Hiking,EE. UU.,11971,Corporate,Argentina,01/05/2015 5:57,292,736,299.980.011,1,299.980.011,287.980.011,-5.759.999.847,South America,Santa Fe,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,01/08/2015 5:57,Standard Class
PAYMENT,4,4,1.113.499.985,Shipping on time,0,Fishing,EE. UU.,5744,Corporate,Brasil,03/01/2015 19:21,4098,10210,399.980.011,1,399.980.011,383.980.011,1.113.499.985,South America,Río de Janeiro,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,03/05/2015 19:21,Standard Class
PAYMENT,6,4,9.688.999.939,Late delivery,1,Camping & Hiking,EE. UU.,4312,Corporate,Brasil,6/14/2017 2:46,61320,153409,299.980.011,1,299.980.011,284.980.011,9.688.999.939,South America,Minas Gerais,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,6/20/2017 2:46,Standard Class
PAYMENT,6,4,2.268.000.031,Late delivery,1,Camping & Hiking,EE. UU.,3514,Corporate,Argentina,2/19/2017 9:04,53460,133585,299.980.011,1,299.980.011,283.480.011,2.268.000.031,South America,Santa Fe,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,2/25/2017 9:04,Standard Class
PAYMENT,5,4,1.322.899.933,Late delivery,1,Fishing,EE. UU.,415,Corporate,Brasil,5/21/2015 11:21,9624,24034,399.980.011,1,399.980.011,377.980.011,1.322.899.933,South America,Sergipe,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/26/2015 11:21,Standard Class
PAYMENT,5,4,1.663.099.976,Late delivery,1,Fishing,EE. UU.,8568,Corporate,Argentina,3/22/2015 9:41,5509,13746,399.980.011,1,399.980.011,377.980.011,1.663.099.976,South America,Santa Fe,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,3/27/2015 9:41,Standard Class
PAYMENT,5,4,1.020.500.031,Late delivery,1,Fishing,EE. UU.,9678,Corporate,Brasil,5/27/2015 7:30,10024,25042,399.980.011,1,399.980.011,377.980.011,1.020.500.031,South America,Ceará,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,06/01/2015 7:30,Standard Class
PAYMENT,2,4,6.509.999.847,Advance shipping,0,Fishing,EE. UU.,11806,Corporate,Brasil,02/10/2015 20:57,2801,7044,399.980.011,1,399.980.011,371.980.011,6.509.999.847,South America,Rio Grande do Sul,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,02/12/2015 20:57,Standard Class
PAYMENT,5,4,-2.853.099.976,Late delivery,1,Fishing,EE. UU.,9678,Corporate,Brasil,5/27/2015 7:30,10024,25040,399.980.011,1,399.980.011,371.980.011,-2.853.099.976,South America,Ceará,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,06/01/2015 7:30,Standard Class
PAYMENT,3,4,1.228.399.963,Advance shipping,0,Camping & Hiking,EE. UU.,4027,Corporate,Brasil,4/28/2017 10:22,58122,145436,299.980.011,1,299.980.011,272.980.011,1.228.399.963,South America,Santa Catarina,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,05/01/2017 10:22,Standard Class
PAYMENT,4,4,-5.815.000.153,Shipping on time,0,Camping & Hiking,EE. UU.,10216,Corporate,Argentina,01/02/2015 15:14,113,261,299.980.011,1,299.980.011,272.980.011,-5.815.000.153,South America,Chaco,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,01/06/2015 15:14,Standard Class
PAYMENT,3,4,1.139.300.003,Advance shipping,0,Fishing,EE. UU.,4628,Corporate,Brasil,5/29/2015 0:50,10142,25329,399.980.011,1,399.980.011,363.980.011,1.139.300.003,South America,Ceará,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,06/01/2015 0:50,Standard Class
PAYMENT,2,4,-7.280.000.305,Advance shipping,0,Fishing,EE. UU.,11806,Corporate,Brasil,02/10/2015 20:57,2801,7043,399.980.011,1,399.980.011,363.980.011,-7.280.000.305,South America,Rio Grande do Sul,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,02/12/2015 20:57,Standard Class
PAYMENT,6,4,1.295.899.963,Late delivery,1,Fishing,EE. UU.,6897,Corporate,Brasil,1/26/2015 18:00,1765,4390,399.980.011,1,399.980.011,359.980.011,1.295.899.963,South America,Mato Grosso del Sur,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,02/01/2015 18:00,Standard Class
PAYMENT,2,4,1.126.699.982,Advance shipping,0,Fishing,EE. UU.,11806,Corporate,Brasil,02/10/2015 20:57,2801,7041,399.980.011,1,399.980.011,359.980.011,1.126.699.982,South America,Rio Grande do Sul,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,02/12/2015 20:57,Standard Class
PAYMENT,6,4,8.820.999.908,Late delivery,1,Camping & Hiking,EE. UU.,2056,Corporate,Brasil,06/07/2017 16:37,60880,152335,299.980.011,1,299.980.011,260.980.011,8.820.999.908,South America,São Paulo,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,6/13/2017 16:37,Standard Class
PAYMENT,3,4,1.392.000.008,Advance shipping,0,Fishing,EE. UU.,6236,Corporate,Brasil,1/22/2015 21:52,1502,3742,399.980.011,1,399.980.011,347.980.011,1.392.000.008,South America,Distrito Federal,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,1/25/2015 21:52,Standard Class
PAYMENT,3,4,87,Advance shipping,0,Fishing,EE. UU.,9348,Corporate,Argentina,02/10/2015 3:47,2752,6903,399.980.011,1,399.980.011,347.980.011,87,South America,Chaco,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,2/13/2015 3:47,Standard Class
PAYMENT,6,4,1.274.899.979,Late delivery,1,Fishing,EE. UU.,10664,Corporate,Brasil,4/25/2015 20:51,7870,19660,399.980.011,1,399.980.011,339.980.011,1.274.899.979,South America,Bahía,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,05/01/2015 20:51,Standard Class
PAYMENT,6,4,-122.25,Late delivery,1,Camping & Hiking,EE. UU.,7178,Corporate,Brasil,06/08/2017 15:23,60945,152476,299.980.011,1,299.980.011,2.489.799.957,-122.25,South America,Santa Catarina,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,6/14/2017 15:23,Standard Class
PAYMENT,4,4,7.994.000.244,Shipping on time,0,Camping & Hiking,EE. UU.,2071,Corporate,Brasil,01/05/2015 20:18,333,829,299.980.011,1,299.980.011,2.459.799.957,7.994.000.244,South America,Pernambuco,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,01/09/2015 20:18,Standard Class
PAYMENT,2,4,6.240.000.153,Advance shipping,0,Camping & Hiking,EE. UU.,6110,Corporate,Brasil,4/20/2017 11:05,57576,144039,299.980.011,1,299.980.011,2.399.799.957,6.240.000.153,South America,Rio Grande do Sul,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,4/22/2017 11:05,Standard Class
PAYMENT,5,4,6.240.000.153,Late delivery,1,Camping & Hiking,EE. UU.,4942,Corporate,Argentina,02/12/2015 9:03,2904,7260,299.980.011,1,299.980.011,2.399.799.957,6.240.000.153,South America,Santa Fe,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,2/17/2015 9:03,Standard Class
PAYMENT,5,4,-4.127.999.878,Late delivery,1,Fishing,EE. UU.,5534,Corporate,Brasil,1/24/2015 13:06,1614,4024,399.980.011,1,399.980.011,319.980.011,-4.127.999.878,South America,Espíritu Santo,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,1/29/2015 13:06,Standard Class
PAYMENT,3,4,9.448.999.786,Advance shipping,0,Camping & Hiking,EE. UU.,6236,Corporate,Brasil,1/22/2015 21:52,1502,3745,299.980.011,1,299.980.011,2.249.900.055,9.448.999.786,South America,Distrito Federal,PENDING_PAYMENT,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,1/25/2015 21:52,Standard Class
PAYMENT,6,4,-1.343.899.994,Late delivery,1,Cardio Equipment,EE. UU.,2335,Corporate,Brasil,6/13/2017 21:31,61305,153369,9.998.999.786,2,1.999.799.957,1.919.799.957,-1.343.899.994,South America,Marañón,PAYMENT_REVIEW,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,6/19/2017 21:31,Standard Class
PAYMENT,5,4,-1.979.999.924,Late delivery,1,Women's Apparel,EE. UU.,11904,Corporate,Brasil,5/24/2015 12:56,9834,24546,50,2,100,99,-1.979.999.924,South America,Bahía,PAYMENT_REVIEW,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,5/29/2015 12:56,Standard Class
PAYMENT,6,4,5.797.000.122,Late delivery,1,Kids' Golf Clubs,EE. UU.,2335,Corporate,Brasil,6/13/2017 21:31,61305,153367,9.994.999.695,2,1.998.999.939,1.998.999.939,5.797.000.122,South America,Marañón,PAYMENT_REVIEW,295,38,Fitbit The One Wireless Activity & Sleep Trac,9.994.999.695,6/19/2017 21:31,Standard Class
PAYMENT,3,4,-7.037.000.275,Advance shipping,0,Lacrosse,EE. UU.,4628,Corporate,Brasil,5/29/2015 0:50,10142,25331,2.498.999.977,2,4.997.999.954,4.397.999.954,-7.037.000.275,South America,Ceará,PENDING_PAYMENT,93,5,Under Armour Men's Tech II T-Shirt,2.498.999.977,06/01/2015 0:50,Standard Class
PAYMENT,4,4,1.260.000.038,Shipping on time,0,Cardio Equipment,EE. UU.,11985,Corporate,Brasil,6/16/2017 3:07,61458,153702,9.998.999.786,2,1.999.799.957,1.999.799.957,1.260.000.038,South America,Pernambuco,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,6/20/2017 3:07,Standard Class
PAYMENT,3,4,9.448.999.786,Advance shipping,0,Cardio Equipment,EE. UU.,6154,Corporate,Brasil,5/23/2015 9:57,9757,24356,9.998.999.786,2,1.999.799.957,1.889.799.957,9.448.999.786,South America,Río de Janeiro,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,5/26/2015 9:57,Standard Class
PAYMENT,4,4,5.095.000.076,Shipping on time,0,Cardio Equipment,EE. UU.,2071,Corporate,Brasil,01/05/2015 20:18,333,828,9.998.999.786,2,1.999.799.957,1.819.799.957,5.095.000.076,South America,Pernambuco,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,01/09/2015 20:18,Standard Class
PAYMENT,2,4,8.850.000.381,Advance shipping,0,Cardio Equipment,EE. UU.,11806,Corporate,Brasil,02/10/2015 20:57,2801,7045,9.998.999.786,2,1.999.799.957,1.499.900.055,8.850.000.381,South America,Rio Grande do Sul,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,02/12/2015 20:57,Standard Class
PAYMENT,2,4,8.640.000.343,Advance shipping,0,Cleats,EE. UU.,6110,Corporate,Brasil,4/20/2017 11:05,57576,144036,5.999.000.168,2,1.199.800.034,1.151.800.003,8.640.000.343,South America,Rio Grande do Sul,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,4/22/2017 11:05,Standard Class
PAYMENT,3,4,1.417.000.008,Advance shipping,0,Cleats,EE. UU.,4628,Corporate,Brasil,5/29/2015 0:50,10142,25332,5.999.000.168,2,1.199.800.034,1.133.799.973,1.417.000.008,South America,Ceará,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,06/01/2015 0:50,Standard Class
PAYMENT,4,4,-1.673.999.977,Shipping on time,0,Cleats,EE. UU.,157,Corporate,Brasil,3/19/2015 6:01,5293,13222,5.999.000.168,2,1.199.800.034,1.115.800.018,-1.673.999.977,South America,Pernambuco,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,3/23/2015 6:01,Standard Class
PAYMENT,4,4,5.183.000.183,Shipping on time,0,Cleats,EE. UU.,2750,Corporate,Brasil,5/20/2015 21:00,9583,23946,5.999.000.168,2,1.199.800.034,1.079.800.034,5.183.000.183,South America,Roraima,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,5/24/2015 21:00,Standard Class
PAYMENT,3,4,2.738.999.939,Advance shipping,0,Cleats,EE. UU.,3085,Corporate,Brasil,05/10/2017 14:54,58957,147587,5.999.000.168,2,1.199.800.034,9.958.000.183,2.738.999.939,South America,São Paulo,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,5/13/2017 14:54,Standard Class
PAYMENT,4,4,3.759.000.015,Shipping on time,0,Shop By Sport,EE. UU.,7140,Corporate,Brasil,3/27/2017 7:58,55923,139832,3.999.000.168,2,7.998.000.336,7.998.000.336,3.759.000.015,South America,São Paulo,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,3/31/2017 7:58,Standard Class
PAYMENT,5,4,-9.899.999.619,Late delivery,1,Shop By Sport,EE. UU.,8568,Corporate,Argentina,3/22/2015 9:41,5509,13747,3.999.000.168,2,7.998.000.336,7.677.999.878,-9.899.999.619,South America,Santa Fe,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,3/27/2015 9:41,Standard Class
PAYMENT,5,4,4.184.999.847,Late delivery,1,Women's Apparel,EE. UU.,8579,Corporate,Argentina,04/07/2017 22:50,56719,141853,50,2,100,93,4.184.999.847,South America,Córdoba,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,04/12/2017 22:50,Standard Class
PAYMENT,3,4,1.027.999.973,Advance shipping,0,Women's Apparel,EE. UU.,161,Corporate,Argentina,1/22/2017 9:06,51542,128814,50,2,100,91,1.027.999.973,South America,Buenos Aires,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,1/25/2017 9:06,Standard Class
